actual_target,predicted_target,発生日時月,発生日時日,発生日時時,発生日時分,天候,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点
1,0.6926458670846418,1,4,13,50,1,1,7,2,3,9,1
1,0.8279085049660646,1,24,11,5,1,1,14,7,4,9,1
0,0.49690876675080053,1,23,14,20,1,1,14,7,3,8,1
0,0.08863003805412312,1,4,16,20,1,1,1,7,11,9,30
0,0.6175880256343197,12,26,7,20,2,4,14,7,4,9,1
1,0.2357299776048399,12,9,17,59,1,1,1,7,15,9,30
0,0.1854376438575026,1,24,13,28,1,1,1,1,11,9,30
0,0.3424636908838338,1,2,15,40,1,1,1,7,12,9,30
0,0.38605392386844706,1,15,22,35,1,1,1,1,18,9,30
1,0.8299857876027786,12,27,16,0,1,1,14,7,4,9,1
0,0.135325466675686,1,15,13,20,1,1,14,7,3,9,20
1,0.6723507152229742,1,9,12,10,1,1,14,7,3,9,1
0,0.6371980348305074,1,22,16,2,1,1,14,7,3,9,1
0,0.360046485118359,1,20,9,15,1,1,14,7,3,9,1
0,0.48871694068096017,12,25,14,15,5,2,14,7,4,9,1
1,0.11472296743968627,1,6,12,20,2,1,1,1,15,9,30
1,0.9540783340777229,12,15,8,17,1,1,7,1,3,9,1
0,-0.03864691093206429,1,20,20,30,1,1,1,1,11,9,30
1,0.3795424128827524,1,31,7,50,1,1,1,7,12,9,30
0,0.5409800126853449,1,20,13,12,2,1,14,7,2,9,1
1,0.31519067160548264,1,21,7,10,1,1,1,7,12,9,30
1,0.5825944289819242,12,8,17,18,2,1,1,7,16,9,30
1,0.5281395276097132,12,10,16,15,1,1,1,7,11,8,30
1,1.1132055040830966,1,5,13,23,1,4,7,1,5,9,1
1,0.6675839344673911,12,25,15,40,3,2,14,7,3,9,20
1,0.2680792209020481,1,28,8,55,1,1,1,1,15,9,30
0,0.8667536147600238,1,19,9,7,2,1,0,7,0,0,20
0,0.12490742926962499,1,29,18,10,1,1,1,7,16,9,30
0,0.4131575667812008,1,17,12,20,1,1,14,7,3,8,1
1,0.460043848691732,1,10,14,55,1,1,14,7,3,9,1
1,0.5779314697400603,12,25,19,56,5,3,7,7,5,9,1
0,0.1082461362053104,1,14,7,36,1,1,14,7,2,9,20
1,1.0350341856482665,1,1,9,5,2,3,7,1,3,9,1
0,0.4963560233515865,1,2,10,45,1,1,1,7,13,9,30
1,0.8071649308179515,1,6,16,50,5,2,14,7,5,9,1
1,0.7122666933483299,1,29,14,8,1,1,14,7,6,9,1
1,0.8726190558060358,1,8,17,45,5,4,7,2,4,9,1
0,0.10984859177223306,1,19,16,55,1,1,1,7,11,9,30
1,0.6530987748947561,1,24,10,10,2,1,0,7,0,0,20
0,0.15734013537195263,1,25,6,55,2,1,7,7,3,5,1
0,0.47984282778998943,1,25,10,22,1,1,14,7,4,9,20
0,0.478240730570571,1,14,17,53,1,1,14,7,2,9,1
1,0.4957488762220303,1,3,4,35,1,1,1,1,14,9,30
1,0.560993167579381,12,28,17,20,1,2,14,7,5,9,1
1,0.6662210687230163,12,31,17,15,1,1,1,7,14,9,30
0,0.016833263338731808,1,25,19,50,2,1,1,7,15,9,30
1,0.4916744818611909,1,17,18,25,1,1,14,7,3,9,1
0,0.5324119409071971,1,15,13,30,1,1,1,1,18,9,30
0,0.9582776576328468,12,30,13,30,1,1,1,1,16,7,30
